player_name,nation,position,team_name,league,age,matches_played,starts,minutes_played,goals,assists,penalties_scored,yellow_cards,red_cards,expected_goals,expected_assists
Jamie Leweling,de GER,"MF,FW",Stuttgart,de Bundesliga,23.0,27,22,1663,2,2,0,4,0,1.6,3.8
Rico Lewis,eng ENG,"DF,MF",Manchester City,eng Premier League,19.0,28,21,1893,1,2,0,5,1,1.4,0.3
Keane Lewis-Potter,eng ENG,"DF,FW",Brentford,eng Premier League,23.0,38,36,3093,1,3,0,7,0,3.1,3.2
Myles Lewis-Skelly,eng ENG,DF,Arsenal,eng Premier League,17.0,23,15,1369,1,0,0,3,2,0.2,0.4
Ben Lhassine Kone,ci CIV,MF,Como,it Serie A,24.0,4,0,51,0,0,0,1,0,0.0,0.0
Mattia Liberali,it ITA,MF,Milan,it Serie A,17.0,1,1,61,0,0,0,0,0,0.1,0.0
Philipp Lienhart,at AUT,DF,Freiburg,de Bundesliga,28.0,32,31,2770,1,0,0,5,0,0.5,0.8
Matthijs de Ligt,nl NED,DF,Manchester Utd,eng Premier League,24.0,29,25,2123,2,0,0,3,0,2.5,0.3
Pedro Lima,br BRA,DF,Wolves,eng Premier League,18.0,3,1,70,0,0,0,0,0,0.1,0.1
Victor Lindelöf,se SWE,DF,Manchester Utd,eng Premier League,30.0,16,6,704,0,0,0,1,0,0.0,0.1
Jesper Lindstrøm,dk DEN,FW,Everton,eng Premier League,24.0,25,15,1239,0,1,0,2,0,2.1,2.0
Karol Linetty,pl POL,MF,Torino,it Serie A,29.0,28,18,1540,1,0,0,6,0,1.1,0.9
Samuel Lino,br BRA,"MF,DF",Atlético Madrid,es La Liga,24.0,31,21,1552,3,4,0,3,0,6.0,2.9
Pol Lirola,es ESP,DF,Marseille,fr Ligue 1,26.0,19,5,680,1,2,0,1,1,0.6,0.7
Dailon Livramento,cv CPV,"FW,MF",Hellas Verona,it Serie A,23.0,29,8,940,1,1,0,2,1,1.8,0.9
Valentino Livramento,eng ENG,DF,Newcastle Utd,eng Premier League,21.0,37,32,2840,0,1,0,1,0,0.3,2.6
Marin Ljubicic,hr CRO,"FW,MF",Union Berlin,de Bundesliga,22.0,13,1,281,1,1,0,1,0,0.4,0.6
Javier Llabrés,es ESP,FW,Mallorca,es La Liga,21.0,1,1,57,0,0,0,0,0,0.0,0.1
Diego Llorente,es ESP,DF,Betis,es La Liga,30.0,30,29,2519,2,0,0,4,0,1.5,0.3
Marcos Llorente,es ESP,"DF,MF",Atlético Madrid,es La Liga,29.0,33,28,2513,2,4,0,0,1,0.8,4.3
Gautier Lloris,fr FRA,DF,Le Havre,fr Ligue 1,29.0,31,31,2768,2,1,0,5,0,1.2,0.9
Giovani Lo Celso,ar ARG,"MF,FW",Betis,es La Liga,28.0,25,15,1457,8,3,2,4,0,4.8,4.9
Stanislav Lobotka,sk SVK,MF,Napoli,it Serie A,29.0,32,31,2636,0,1,0,3,0,0.3,1.2
Manuel Locatelli,it ITA,MF,Juventus,it Serie A,26.0,36,34,2822,2,2,1,9,0,1.8,2.5
Bradley Locko,fr FRA,DF,Brest,fr Ligue 1,22.0,2,1,97,0,0,0,1,0,0.0,0.0
Ruben Loftus-Cheek,eng ENG,MF,Milan,it Serie A,28.0,19,10,1037,0,0,0,3,0,0.7,1.9
Elysée Logbo,fr FRA,FW,Le Havre,fr Ligue 1,20.0,1,0,27,0,0,0,0,0,0.2,0.0
Enzo Loiodice,fr FRA,MF,Las Palmas,es La Liga,23.0,17,7,684,0,0,0,3,0,0.3,0.2
Sean Longstaff,eng ENG,MF,Newcastle Utd,eng Premier League,26.0,25,8,798,0,0,0,2,0,0.6,0.2
Ademola Lookman,ng NGA,"MF,FW",Atalanta,it Serie A,26.0,31,28,2247,15,5,1,4,0,10.3,7.1
Anthony Lopes,pt POR,GK,Nantes,fr Ligue 1,33.0,18,18,1563,0,0,0,2,0,0.0,0.0
David López,es ESP,DF,Mallorca,es La Liga,21.0,2,2,169,0,0,0,0,0,0.0,0.0
David López,es ESP,DF,Girona,es La Liga,34.0,29,27,2429,1,1,0,4,0,0.9,0.6
Diego López,es ESP,"MF,FW",Valencia,es La Liga,22.0,38,35,2737,8,5,0,3,0,6.6,5.0
Fer López,,"FW,MF",Celta Vigo,es La Liga,,17,7,671,2,0,0,2,0,2.7,1.9
Fermin López,es ESP,"MF,FW",Barcelona,es La Liga,21.0,28,12,1252,6,5,0,4,1,5.6,3.9
Javi López,es ESP,DF,Real Sociedad,es La Liga,22.0,29,21,1936,0,0,0,4,0,0.1,0.4
Pau López,es ESP,GK,Girona,es La Liga,29.0,1,0,45,0,0,0,0,0,0.0,0.0
Roberto López,es ESP,MF,Leganés,es La Liga,24.0,13,3,396,0,1,0,0,0,0.5,0.9
Unai López,es ESP,MF,Rayo Vallecano,es La Liga,28.0,32,23,1707,3,1,0,9,1,1.6,1.0
Iker Losada,es ESP,"FW,MF",Celta Vigo,es La Liga,22.0,12,4,358,1,0,0,2,0,1.1,0.3
Iker Losada,es ESP,"MF,FW",Betis,es La Liga,22.0,10,3,336,0,0,0,0,0,0.5,0.3
Anthony Losilla,fr FRA,MF,Bochum,de Bundesliga,38.0,21,13,1137,0,0,0,1,0,0.1,0.4
Jordan Lotomba,ch SUI,"MF,DF",Nice,fr Ligue 1,25.0,2,0,35,0,0,0,0,0,0.0,0.0
Tom Louchet,fr FRA,"DF,MF",Nice,fr Ligue 1,21.0,22,7,775,1,0,0,1,0,0.8,1.2
Sandi Lovrić,si SVN,MF,Udinese,it Serie A,26.0,36,31,2308,2,3,0,5,0,2.6,3.4
Pol Lozano,es ESP,MF,Espanyol,es La Liga,24.0,30,27,1943,0,1,0,12,0,0.2,0.8
Lorenzo Lucca,it ITA,FW,Udinese,it Serie A,23.0,33,27,2353,12,1,1,10,0,7.6,1.6
Jhon Lucumí,co COL,DF,Bologna,it Serie A,26.0,32,29,2614,0,1,0,8,1,0.6,0.4
Yannik Lührs,de GER,DF,Dortmund,de Bundesliga,20.0,3,1,127,0,0,0,0,0,0.0,0.0
José Luis Gayà,es ESP,DF,Valencia,es La Liga,29.0,23,22,1803,0,1,0,7,0,1.0,2.6
José Luis Palomino,ar ARG,DF,Cagliari,it Serie A,34.0,18,10,1081,1,0,0,3,0,0.5,0.0
Douglas Luiz,br BRA,MF,Juventus,it Serie A,26.0,19,3,529,0,0,0,2,0,0.6,1.0
Romelu Lukaku,be BEL,FW,Napoli,it Serie A,31.0,36,35,2843,14,10,3,4,0,13.0,4.0
Castello Lukeba,fr FRA,DF,RB Leipzig,de Bundesliga,21.0,23,18,1577,0,0,0,2,0,0.4,0.2
Dodi Lukebakio,be BEL,FW,Sevilla,es La Liga,26.0,38,36,3092,11,2,1,3,1,10.1,4.5
Saša Lukić,rs SRB,MF,Fulham,eng Premier League,27.0,30,28,2344,0,2,0,12,0,1.2,2.7
Milos Lukovic,rs SRB,"FW,MF",Strasbourg,fr Ligue 1,18.0,2,0,12,0,0,0,0,0,0.0,0.0
Joe Lumley,eng ENG,GK,Southampton,eng Premier League,29.0,3,3,270,0,0,0,0,0,0.0,0.0
Daniel Luna,co COL,MF,Mallorca,es La Liga,21.0,2,0,20,0,0,0,0,0,0.0,0.0
Andriy Lunin,ua UKR,GK,Real Madrid,es La Liga,25.0,7,7,630,0,1,0,0,0,0.0,0.9
Massimo Luongo,au AUS,MF,Ipswich Town,eng Premier League,31.0,11,2,201,0,0,0,0,0,0.0,0.0
Sebastiano Luperto,it ITA,DF,Cagliari,it Serie A,27.0,36,36,3240,1,3,0,4,0,2.2,1.3
Zito Luvumbo,ao ANG,"FW,MF",Cagliari,it Serie A,22.0,26,19,1606,2,2,0,2,0,2.1,3.1
Charalambos Lykogiannis,gr GRE,DF,Bologna,it Serie A,30.0,17,12,1048,0,4,0,3,0,0.2,1.6
Senne Lynen,be BEL,MF,Werder Bremen,de Bundesliga,25.0,32,32,2733,0,1,0,9,0,1.1,0.6
Mathias Løvik,no NOR,"DF,FW",Parma,it Serie A,20.0,6,0,92,0,0,0,0,0,0.1,0.1
Othmane Maamma,ma MAR,"FW,MF",Montpellier,fr Ligue 1,18.0,12,2,361,1,1,0,1,0,0.7,0.2
Ian Maatsen,nl NED,DF,Aston Villa,eng Premier League,22.0,29,10,1139,1,2,0,2,0,0.9,2.7
Alexis Mac Allister,ar ARG,MF,Liverpool,eng Premier League,25.0,35,30,2599,5,5,0,6,0,2.8,4.7
Deiver Machado,co COL,"DF,MF",Lens,fr Ligue 1,30.0,27,20,1805,1,4,0,7,2,2.3,2.1
Lanroy Machine,fr FRA,FW,Angers,fr Ligue 1,18.0,2,0,8,0,0,0,0,0,0.1,0.0
Shuto Machino,jp JPN,"FW,MF",Holstein Kiel,de Bundesliga,24.0,32,23,1953,11,2,2,2,0,6.5,3.0
Darwin Machís,ve VEN,"MF,FW",Valladolid,es La Liga,31.0,18,7,639,0,1,0,0,0,0.9,0.5
Yvann Macon,fr FRA,DF,Saint-Étienne,fr Ligue 1,25.0,12,10,790,0,0,0,4,0,0.3,0.2
James Maddison,eng ENG,MF,Tottenham,eng Premier League,27.0,31,21,1809,9,7,0,6,0,5.8,4.2
Eros Maddy,nl NED,DF,Auxerre,fr Ligue 1,23.0,2,0,15,0,0,0,1,0,0.0,0.1
Noni Madueke,eng ENG,FW,Chelsea,eng Premier League,22.0,32,27,2033,7,3,0,3,0,9.6,4.2
Pablo Maffeo,es ESP,DF,Mallorca,es La Liga,27.0,30,28,2368,0,2,0,7,0,0.3,4.1
Gabriel Magalhães,br BRA,DF,Arsenal,eng Premier League,26.0,28,28,2363,3,1,0,4,0,2.6,0.9
Soungoutou Magassa,fr FRA,MF,Monaco,fr Ligue 1,20.0,21,12,1025,0,1,0,5,1,0.5,0.9
Edmond-Paris Maghoma,eng ENG,"MF,FW",Brentford,eng Premier League,23.0,8,0,119,0,0,0,0,0,0.1,0.1
Giangiacomo Magnani,it ITA,DF,Hellas Verona,it Serie A,28.0,17,11,1065,1,0,0,2,0,1.1,0.0
Hugo Magnetti,fr FRA,MF,Brest,fr Ligue 1,26.0,32,27,2323,1,0,0,5,0,0.8,0.4
Frank Magri,cm CMR,"FW,MF",Toulouse,fr Ligue 1,24.0,31,17,1516,5,1,0,5,1,6.0,1.5
Harry Maguire,eng ENG,DF,Manchester Utd,eng Premier League,31.0,27,19,1758,1,0,0,7,0,1.8,0.6
Jon Magunazelaia,es ESP,MF,Real Sociedad,es La Liga,23.0,2,0,7,0,0,0,0,0,0.0,0.0
Arne Maier,de GER,MF,Augsburg,de Bundesliga,25.0,28,7,938,0,0,0,0,1,1.5,1.5
Mike Maignan,fr FRA,GK,Milan,it Serie A,29.0,37,37,3294,0,0,0,1,0,0.0,0.8
Patrick Mainka,de GER,DF,Heidenheim,de Bundesliga,29.0,34,34,3060,1,1,0,3,0,1.9,0.3
Kobbie Mainoo,eng ENG,MF,Manchester Utd,eng Premier League,19.0,25,19,1651,0,0,0,5,0,0.7,1.6
Ainsley Maitland-Niles,eng ENG,DF,Lyon,fr Ligue 1,26.0,32,20,1985,1,4,0,1,0,2.9,3.4
Radosław Majecki,pl POL,GK,Monaco,fr Ligue 1,24.0,15,15,1350,0,0,0,1,0,0.0,0.0
Lovro Majer,hr CRO,MF,Wolfsburg,de Bundesliga,26.0,9,3,304,2,1,1,1,0,1.4,1.1
Hamidou Makalou,ml MLI,"FW,MF",Brest,fr Ligue 1,18.0,4,0,32,0,0,0,0,0,0.0,0.0
Jordy Makengo,fr FRA,DF,Freiburg,de Bundesliga,22.0,19,7,745,0,0,0,1,0,0.0,0.2
Antoine Makoumbou,cg CGO,MF,Cagliari,it Serie A,26.0,33,27,2150,0,3,0,4,1,0.3,0.9
Nikola Maksimović,rs SRB,DF,Montpellier,fr Ligue 1,32.0,7,7,581,0,0,0,2,0,0.0,0.0
Tyrell Malacia,nl NED,DF,Manchester Utd,eng Premier League,24.0,3,2,100,0,0,0,1,0,0.0,0.0
Jarzinho Malanga,de GER,DF,Stuttgart,de Bundesliga,18.0,1,0,2,0,0,0,0,0,0.0,0.0
Julián Malatini,ar ARG,DF,Werder Bremen,de Bundesliga,23.0,10,5,454,1,1,0,1,0,0.2,0.5
Daniel Maldini,it ITA,"MF,FW",Monza,it Serie A,22.0,20,16,1306,3,0,0,5,0,4.8,0.9
Daniel Maldini,it ITA,"FW,MF",Atalanta,it Serie A,22.0,10,2,258,3,0,0,0,0,1.9,0.2
Youssef Maleh,ma MAR,MF,Empoli,it Serie A,25.0,22,17,1510,0,1,0,5,1,0.9,0.9
Donyell Malen,nl NED,FW,Aston Villa,eng Premier League,25.0,14,2,305,3,0,0,0,0,2.2,0.2
Donyell Malen,nl NED,"FW,MF",Dortmund,de Bundesliga,25.0,14,6,614,3,0,0,1,0,2.9,0.2
Ruslan Malinovskyi,ua UKR,"MF,FW",Genoa,it Serie A,31.0,9,4,383,0,2,0,2,0,0.2,1.5
Lennard Maloney,us USA,MF,Heidenheim,de Bundesliga,24.0,11,10,760,0,0,0,1,0,0.3,0.0
Lennard Maloney,us USA,MF,Mainz 05,de Bundesliga,24.0,5,0,26,0,0,0,1,0,0.0,0.0
Aaron Malouda,fr FRA,FW,Lille,fr Ligue 1,18.0,1,0,2,0,0,0,0,0,0.0,0.0
Giorgi Mamardashvili,ge GEO,GK,Valencia,es La Liga,23.0,34,34,3060,0,0,0,2,0,0.0,0.1
Dennis Man,ro ROU,"FW,MF",Parma,it Serie A,25.0,33,23,1995,4,4,0,0,0,5.5,4.2
Hianga Mananga Mbock,fr FRA,MF,Brest,fr Ligue 1,24.0,1,0,21,0,0,0,0,0,0.0,0.0
Gianluca Mancini,it ITA,DF,Roma,it Serie A,28.0,37,36,3143,2,0,0,8,0,1.7,0.9
Steve Mandanda,fr FRA,GK,Rennes,fr Ligue 1,39.0,18,17,1486,0,0,0,0,0,0.0,0.1
Christos Mandas,gr GRE,GK,Lazio,it Serie A,22.0,9,9,810,0,0,0,0,0,0.0,0.0
Reinildo Mandava,mz MOZ,DF,Atlético Madrid,es La Liga,30.0,19,10,941,0,0,0,4,0,0.1,0.1
Aïssa Mandi,dz ALG,DF,Lille,fr Ligue 1,32.0,24,20,1733,0,0,0,3,0,0.3,0.4
Rolando Mandragora,it ITA,MF,Fiorentina,it Serie A,27.0,28,22,1856,4,2,1,7,0,2.7,4.8
Mateus Mane,,MF,Wolves,eng Premier League,,1,0,2,0,0,0,0,0,0.0,0.0
Orel Mangala,be BEL,MF,Everton,eng Premier League,26.0,19,14,1261,1,0,0,2,0,1.1,0.6
Orel Mangala,be BEL,MF,Lyon,fr Ligue 1,26.0,1,1,67,0,0,0,0,0,0.1,0.0
Ryan Manning,ie IRL,"DF,MF",Southampton,eng Premier League,28.0,24,18,1462,0,1,0,2,0,0.3,3.2
Javier Manquillo,es ESP,DF,Celta Vigo,es La Liga,30.0,10,7,515,0,0,0,1,0,0.0,0.0
Johan Manzambi,ch SUI,"FW,MF",Freiburg,de Bundesliga,18.0,11,4,335,2,1,0,2,0,1.3,0.4
Alberto Manzoni,it ITA,MF,Atalanta,it Serie A,19.0,1,0,6,0,0,0,0,0,0.1,0.0
Sekou Mara,fr FRA,"FW,MF",Strasbourg,fr Ligue 1,22.0,25,7,768,1,1,0,2,0,2.0,1.0
Alessandro Marcandalli,it ITA,DF,Genoa,it Serie A,21.0,2,1,46,0,0,0,0,0,0.0,0.0
Alessandro Marcandalli,it ITA,DF,Venezia,it Serie A,21.0,8,5,354,0,0,0,2,0,0.3,0.0
Marcão,br BRA,DF,Sevilla,es La Liga,28.0,12,6,552,0,0,0,6,1,0.0,0.0
Solly March,eng ENG,"FW,MF",Brighton,eng Premier League,30.0,8,1,168,0,0,0,2,0,0.1,0.3
Filip Marchwiński,pl POL,MF,Lecce,it Serie A,22.0,1,0,15,0,0,0,0,0,0.0,0.0
Óscar de Marcos,es ESP,DF,Athletic Club,es La Liga,35.0,26,17,1564,0,4,0,0,0,1.0,2.6
Alberto Marí,es ESP,FW,Valencia,es La Liga,23.0,1,0,7,0,0,0,0,0,0.0,0.0
Pablo Marí,es ESP,DF,Monza,it Serie A,30.0,19,19,1628,0,0,0,4,1,0.2,0.1
Pablo Marí,es ESP,DF,Fiorentina,it Serie A,30.0,13,12,1098,0,0,0,2,0,0.1,0.0
José María Giménez,uy URU,DF,Atlético Madrid,es La Liga,29.0,27,20,1999,0,1,0,5,0,0.4,0.2
Luca Marianucci,it ITA,DF,Empoli,it Serie A,20.0,18,12,1069,0,0,0,0,1,0.6,0.2
Mirko Marić,hr CRO,"FW,MF",Monza,it Serie A,29.0,8,1,106,0,0,0,0,0,0.2,0.0
Mirko Marić,hr CRO,FW,Venezia,it Serie A,29.0,10,4,356,0,0,0,0,0,0.6,0.0
Arkaitz Mariezkurrena,es ESP,"FW,MF",Real Sociedad,es La Liga,19.0,9,1,241,2,0,0,1,0,1.0,0.1
Rafa Marín,es ESP,DF,Napoli,it Serie A,22.0,4,1,142,0,0,0,1,0,0.2,0.0
Pablo Marín,es ESP,MF,Real Sociedad,es La Liga,21.0,23,14,1239,1,2,0,3,0,1.4,1.0
Răzvan Marin,ro ROU,MF,Cagliari,it Serie A,28.0,33,13,1406,3,2,2,4,0,2.4,3.6
Guillermo Maripán,cl CHI,DF,Torino,it Serie A,30.0,28,27,2340,1,1,0,4,1,0.9,1.0
Mika Mármol,es ESP,DF,Las Palmas,es La Liga,23.0,30,27,2399,0,1,0,5,0,0.4,1.5
Omar Marmoush,eg EGY,"FW,MF",Manchester City,eng Premier League,25.0,16,14,1175,7,0,0,0,0,5.5,2.8
Omar Marmoush,eg EGY,FW,Eint Frankfurt,de Bundesliga,25.0,17,17,1448,15,9,2,2,0,8.8,6.2
Mario Maroto,es ESP,MF,Valladolid,es La Liga,20.0,2,0,64,0,1,0,0,0,0.0,0.1
Marquinhos,br BRA,DF,Paris S-G,fr Ligue 1,30.0,22,19,1725,2,0,0,3,0,1.1,0.8
Unai Marrero,es ESP,GK,Real Sociedad,es La Liga,22.0,2,2,180,0,0,0,0,0,0.0,0.0
Ange Martial Tia,ml MLI,"MF,DF",Reims,fr Ligue 1,17.0,6,2,171,0,0,0,0,0,1.3,0.0
Aarón Martín,es ESP,DF,Genoa,it Serie A,27.0,36,35,3085,0,8,0,5,0,0.9,5.5
Carlos Martín,es ESP,"FW,MF",Alavés,es La Liga,22.0,26,16,1333,2,2,0,3,0,2.3,2.7
Diego Martín,es ESP,FW,Las Palmas,es La Liga,20.0,2,0,40,0,0,0,0,0,0.0,0.0
Gerard Martín,es ESP,DF,Barcelona,es La Liga,22.0,28,11,1038,1,3,0,2,0,0.5,1.1
Iván Martín,es ESP,MF,Girona,es La Liga,25.0,32,24,2039,1,1,0,1,0,1.8,1.9
Jon Martin,es ESP,DF,Real Sociedad,es La Liga,18.0,13,6,904,0,1,0,2,0,0.6,0.2
Jonas Martin,fr FRA,MF,Brest,fr Ligue 1,34.0,17,5,496,1,0,0,2,0,0.4,0.3
Mario Martín,es ESP,MF,Valladolid,es La Liga,20.0,30,20,1748,0,1,0,8,3,1.8,1.4
Gabriel Martinelli,br BRA,"FW,MF",Arsenal,eng Premier League,23.0,33,25,2290,8,4,0,1,0,7.4,5.0
Arnau Martinez,es ESP,"DF,MF",Girona,es La Liga,21.0,32,30,2624,2,2,0,3,0,1.2,2.2
Emiliano Martínez,ar ARG,GK,Aston Villa,eng Premier League,31.0,37,37,3194,0,0,0,5,1,0.0,0.5
Iñigo Martínez,es ESP,DF,Barcelona,es La Liga,33.0,28,28,2490,0,4,0,5,0,0.5,2.6
Javi Martínez,es ESP,MF,Osasuna,es La Liga,24.0,1,0,6,0,0,0,0,0,0.0,0.0
Josep Martinez,es ESP,GK,Inter,it Serie A,26.0,5,5,450,0,0,0,0,0,0.0,0.1
Lautaro Martínez,ar ARG,FW,Inter,it Serie A,26.0,30,30,2474,12,3,0,1,0,13.5,4.3
Lisandro Martínez,ar ARG,DF,Manchester Utd,eng Premier League,26.0,20,20,1751,2,1,0,7,0,1.3,1.1
Lucas Martínez Quarta,ar ARG,DF,Fiorentina,it Serie A,28.0,8,4,351,1,0,0,1,0,0.7,0.0
Ramón Martínez,es ESP,DF,Sevilla,es La Liga,21.0,5,2,261,1,0,0,0,0,0.3,0.1
Toni Martínez,es ESP,FW,Alavés,es La Liga,27.0,28,9,1012,4,0,0,1,0,3.6,0.6
Kevin Martins,it ITA,"MF,DF",Monza,it Serie A,19.0,9,1,183,0,1,0,1,0,0.0,0.4
Javi Martón,es ESP,"FW,MF",Athletic Club,es La Liga,25.0,3,0,53,0,0,0,1,0,0.0,0.0
Adam Marušić,me MNE,DF,Lazio,it Serie A,31.0,35,26,2337,4,0,0,1,0,2.0,0.6
Marvin,es ESP,"DF,FW",Las Palmas,es La Liga,24.0,23,9,1038,0,0,0,4,0,0.2,1.1
Omar Mascarell,gq EQG,MF,Mallorca,es La Liga,31.0,32,21,1992,1,0,0,5,1,0.5,0.2
Adam Masina,ma MAR,DF,Torino,it Serie A,30.0,28,20,1919,1,2,0,5,0,0.7,0.3
Patrizio Masini,it ITA,MF,Genoa,it Serie A,23.0,26,16,1538,1,0,0,3,0,0.4,0.2
Giorgos Masouras,gr GRE,"FW,MF",Bochum,de Bundesliga,30.0,14,12,1055,2,1,0,1,0,3.9,1.1
Erhan Mašović,rs SRB,DF,Bochum,de Bundesliga,25.0,16,10,910,1,1,0,2,0,0.6,0.9
Han-Noah Massengo,fr FRA,MF,Auxerre,fr Ligue 1,23.0,17,11,1046,0,0,0,5,0,0.4,0.4
Clinton Mata,ao ANG,DF,Lyon,fr Ligue 1,31.0,29,27,2370,0,4,0,6,0,0.2,1.4
Jaime Mata,es ESP,"FW,MF",Las Palmas,es La Liga,35.0,30,4,656,0,0,0,9,0,2.6,0.1
Igor Matanovic,hr CRO,FW,Eint Frankfurt,de Bundesliga,21.0,16,2,312,1,0,0,0,0,1.1,0.0
Pape Matar Sarr,sn SEN,MF,Tottenham,eng Premier League,21.0,36,22,1913,3,2,0,6,0,3.7,1.6
Eliot Matazo,be BEL,MF,Monaco,fr Ligue 1,22.0,3,1,68,0,0,0,0,0,0.0,0.1
Jean-Philippe Mateta,fr FRA,FW,Crystal Palace,eng Premier League,27.0,37,33,2648,14,2,2,2,0,13.5,3.2
Nemanja Matić,rs SRB,MF,Lyon,fr Ligue 1,35.0,29,25,2010,0,1,0,1,0,0.1,1.3
Rudy Matondo,fr FRA,MF,Auxerre,fr Ligue 1,16.0,5,0,66,0,0,0,1,0,0.0,0.0
Chrislain Matsima,fr FRA,DF,Augsburg,de Bundesliga,22.0,30,28,2551,1,1,0,4,0,1.8,0.3
Jean Mattéo Bahoya,fr FRA,"MF,FW",Eint Frankfurt,de Bundesliga,19.0,24,10,921,2,3,0,3,0,1.9,1.7
Alan Matturro,uy URU,DF,Genoa,it Serie A,19.0,13,9,900,0,0,0,2,0,0.2,0.2
Azor Matusiwa,nl NED,MF,Rennes,fr Ligue 1,26.0,29,23,2078,1,3,0,3,0,1.2,1.8
Neal Maupay,fr FRA,FW,Marseille,fr Ligue 1,27.0,22,13,1042,4,4,0,3,1,4.1,2.2
Maurides,br BRA,FW,St. Pauli,de Bundesliga,30.0,1,0,2,0,0,0,0,0,0.0,0.0
Stephy Mavididi,eng ENG,FW,Leicester City,eng Premier League,26.0,30,16,1615,4,1,0,2,0,1.8,2.6
Konstantinos Mavropanos,gr GRE,DF,West Ham,eng Premier League,26.0,33,21,2045,0,0,0,6,1,1.5,0.5
Christian Mawissa,fr FRA,DF,Monaco,fr Ligue 1,19.0,22,17,1501,0,0,0,3,0,0.1,0.0
Keke Maximilian Topp,de GER,"FW,MF",Werder Bremen,de Bundesliga,20.0,19,1,252,2,2,0,1,0,1.0,2.0
Borja Mayoral,es ESP,FW,Getafe,es La Liga,27.0,24,7,1114,5,1,1,0,0,3.4,0.9
Senny Mayulu,fr FRA,MF,Paris S-G,fr Ligue 1,18.0,20,8,808,2,2,0,1,0,2.9,2.1
Noussair Mazraoui,ma MAR,DF,Manchester Utd,eng Premier League,26.0,37,34,2838,0,1,0,3,0,0.7,1.5
Andrea Mazza,it ITA,GK,Monza,it Serie A,20.0,1,0,8,0,0,0,0,0,0.0,0.0
Luca Mazzitelli,it ITA,MF,Como,it Serie A,28.0,11,3,335,1,1,0,1,0,0.2,0.6
Pasquale Mazzocchi,it ITA,"DF,FW",Napoli,it Serie A,29.0,20,7,702,0,0,0,3,0,0.3,0.4
Samuel Mbangula,be BEL,FW,Juventus,it Serie A,20.0,23,7,709,3,3,0,1,0,0.6,1.4
Ethan Mbappé,fr FRA,"MF,FW",Lille,fr Ligue 1,17.0,10,1,222,0,0,0,3,0,1.1,1.5
Kylian Mbappé,fr FRA,FW,Real Madrid,es La Liga,25.0,34,34,2907,31,3,7,3,1,25.9,7.7
Ibrahim Mbaye,fr FRA,"FW,MF",Paris S-G,fr Ligue 1,16.0,9,4,340,1,1,0,0,0,1.8,1.1
Bryan Mbeumo,cm CMR,FW,Brentford,eng Premier League,24.0,38,38,3414,20,7,5,3,0,12.3,8.3
James Mcatee,eng ENG,"MF,FW",Manchester City,eng Premier League,21.0,15,3,349,3,0,0,1,0,2.8,0.5
Kasey McAteer,ie IRL,FW,Leicester City,eng Premier League,22.0,18,9,852,1,1,0,3,0,1.0,0.7
Oliver McBurnie,sct SCO,FW,Las Palmas,es La Liga,28.0,34,20,1837,3,6,0,3,0,4.8,2.8
Alex McCarthy,eng ENG,GK,Southampton,eng Premier League,34.0,5,5,450,0,0,0,0,0,0.0,0.0
John McGinn,sct SCO,"MF,FW",Aston Villa,eng Premier League,29.0,34,27,2223,1,4,0,7,0,3.1,3.5
Scott McKenna,sct SCO,DF,Las Palmas,es La Liga,27.0,29,28,2466,0,0,0,5,1,1.1,0.7
Weston McKennie,us USA,"MF,DF",Juventus,it Serie A,25.0,32,27,2310,2,4,0,3,0,2.9,3.6
Mark McKenzie,us USA,DF,Toulouse,fr Ligue 1,25.0,30,29,2496,1,1,0,1,1,1.4,0.5
Dwight McNeil,eng ENG,"MF,FW",Everton,eng Premier League,24.0,21,15,1371,4,6,0,1,0,1.1,5.2
Scott McTominay,sct SCO,MF,Manchester Utd,eng Premier League,27.0,2,0,19,0,0,0,0,0,0.1,0.0
Scott McTominay,sct SCO,MF,Napoli,it Serie A,27.0,34,33,2938,12,4,0,3,0,7.4,2.7
Jakov Medić,hr CRO,DF,Bochum,de Bundesliga,25.0,23,17,1603,1,0,0,2,0,0.9,0.2
Facundo Medina,ar ARG,DF,Lens,fr Ligue 1,25.0,29,29,2543,0,1,0,15,1,1.8,2.0
Ben Mee,eng ENG,DF,Brentford,eng Premier League,34.0,7,2,183,0,0,0,2,0,0.0,0.0
Jayden Meghoma,eng ENG,DF,Brentford,eng Premier League,18.0,1,0,5,0,0,0,0,0,0.0,0.0
Henrik Meister,dk DEN,FW,Rennes,fr Ligue 1,20.0,4,0,63,1,0,0,0,0,0.1,0.3
Bamo Meïté,ci CIV,DF,Montpellier,fr Ligue 1,22.0,7,6,424,0,0,0,2,1,0.0,0.0
Bamo Meïté,ci CIV,DF,Marseille,fr Ligue 1,22.0,3,0,26,0,0,0,0,0,0.0,0.0
Mohamed Meité,fr FRA,FW,Rennes,fr Ligue 1,16.0,12,5,544,2,0,0,0,0,2.5,0.6
Mateo Mejía,es ESP,FW,Sevilla,es La Liga,21.0,1,0,11,0,0,0,0,0,0.0,0.0
Farid El Melali,dz ALG,FW,Angers,fr Ligue 1,27.0,32,22,1893,2,3,0,1,0,3.6,3.1
Filippo Melegoni,it ITA,"MF,FW",Genoa,it Serie A,25.0,3,1,89,0,1,0,0,0,0.0,0.5
