player_name,nation,position,team_name,league,age,matches_played,starts,minutes_played,goals,assists,penalties_scored,yellow_cards,red_cards,expected_goals,expected_assists
Arthur Melo,br BRA,MF,Girona,es La Liga,27.0,15,10,941,0,0,0,2,0,0.2,0.2
Nuno Mendes,pt POR,DF,Paris S-G,fr Ligue 1,22.0,24,19,1676,1,3,0,3,0,2.2,5.0
Brais Méndez,es ESP,MF,Real Sociedad,es La Liga,27.0,27,19,1531,3,2,0,4,0,3.5,2.0
Antoine Mendy,sn SEN,DF,Nice,fr Ligue 1,20.0,18,8,825,0,0,0,2,0,0.6,0.1
Ferland Mendy,fr FRA,DF,Real Madrid,es La Liga,29.0,14,12,1005,0,1,0,1,1,0.0,0.5
Nampalys Mendy,sn SEN,MF,Lens,fr Ligue 1,32.0,10,7,588,0,1,0,2,0,0.2,0.1
Nobel Mendy,fr FRA,DF,Betis,es La Liga,19.0,2,1,108,0,0,0,1,0,0.0,0.0
Gideon Mensah,gh GHA,DF,Auxerre,fr Ligue 1,26.0,29,26,2280,0,1,0,2,0,0.2,2.6
Alex Meret,it ITA,GK,Napoli,it Serie A,27.0,34,34,3005,0,0,0,0,0,0.0,0.0
Mikel Merino,es ESP,"MF,FW",Arsenal,eng Premier League,28.0,28,17,1586,7,2,0,4,1,5.9,2.0
Quentin Merlin,fr FRA,DF,Marseille,fr Ligue 1,22.0,27,21,1589,1,3,0,1,0,2.1,3.0
Víctor Meseguer,es ESP,MF,Valladolid,es La Liga,25.0,14,2,418,0,0,0,1,0,0.7,0.0
Rafik Messali,fr FRA,DF,Toulouse,fr Ligue 1,21.0,13,5,456,0,1,0,0,0,0.3,1.0
Junior Messias,br BRA,"MF,FW",Genoa,it Serie A,33.0,17,8,847,1,1,0,1,0,2.4,0.7
Connor Metcalfe,au AUS,"MF,FW",St. Pauli,de Bundesliga,24.0,10,3,358,0,0,0,2,1,0.7,0.2
Karol Mets,ee EST,DF,St. Pauli,de Bundesliga,31.0,10,10,900,0,0,0,1,0,0.1,0.2
Thomas Meunier,be BEL,DF,Lille,fr Ligue 1,32.0,30,21,1928,2,0,0,5,0,1.9,0.7
Alexander Meyer,de GER,GK,Dortmund,de Bundesliga,33.0,2,2,180,0,0,0,0,0,0.0,0.1
Shumaira Mheuka,eng ENG,MF,Chelsea,eng Premier League,16.0,1,0,1,0,0,0,0,0,0.1,0.0
Lucas Michal,fr FRA,"FW,MF",Monaco,fr Ligue 1,19.0,8,0,117,0,0,0,0,0,0.2,0.9
Florian Micheler,at AUT,MF,Hoffenheim,de Bundesliga,19.0,1,0,32,0,0,0,1,0,0.0,0.0
Miguel,es ESP,FW,Leganés,es La Liga,24.0,34,17,1724,1,3,1,3,0,4.9,1.4
Valentin Mihaila,ro ROU,"FW,MF",Parma,it Serie A,24.0,21,16,1288,0,3,0,2,0,2.4,1.2
Georges Mikautadze,ge GEO,FW,Lyon,fr Ligue 1,23.0,34,13,1449,11,6,3,2,0,10.3,4.3
Igor Miladinović,rs SRB,"FW,MF",Saint-Étienne,fr Ligue 1,21.0,3,0,26,0,0,0,0,0,0.0,0.0
Nikola Milenković,rs SRB,DF,Nott'ham Forest,eng Premier League,26.0,37,37,3330,5,2,0,4,0,4.0,1.1
Lewis Miley,eng ENG,MF,Newcastle Utd,eng Premier League,18.0,14,1,313,1,0,0,0,0,0.5,0.0
Vanja Milinković-Savić,rs SRB,GK,Torino,it Serie A,27.0,37,37,3330,0,0,0,3,0,0.0,0.1
Éder Militão,br BRA,DF,Real Madrid,es La Liga,26.0,12,11,938,1,1,0,2,0,0.6,0.5
Luis Milla,es ESP,MF,Getafe,es La Liga,29.0,33,32,2875,1,4,1,6,0,1.8,3.9
Pere Milla,es ESP,"MF,FW",Espanyol,es La Liga,31.0,20,1,456,3,0,0,3,0,1.5,0.3
Enzo Millot,fr FRA,"MF,FW",Stuttgart,de Bundesliga,22.0,29,22,1843,6,5,0,9,0,7.6,3.1
James Milner,eng ENG,MF,Brighton,eng Premier League,38.0,4,3,170,0,0,0,1,0,0.2,0.2
Kim Min-jae,kr KOR,DF,Bayern Munich,de Bundesliga,27.0,27,27,2283,2,0,0,2,0,1.6,0.3
Yerry Mina,co COL,DF,Cagliari,it Serie A,29.0,31,31,2569,1,0,0,6,1,2.3,0.3
Takumi Minamino,jp JPN,"MF,FW",Monaco,fr Ligue 1,29.0,31,27,2231,6,3,0,4,0,8.9,6.6
Lucas Mincarelli,fr FRA,DF,Montpellier,fr Ligue 1,20.0,10,8,715,1,0,0,0,0,0.6,0.3
Tyrone Mings,eng ENG,DF,Aston Villa,eng Premier League,31.0,14,12,1120,0,0,0,1,0,0.8,0.2
Óscar Mingueza,es ESP,"MF,DF",Celta Vigo,es La Liga,25.0,34,31,2729,4,6,0,6,1,1.5,5.6
Kim Minsu,kr KOR,"MF,FW",Girona,es La Liga,18.0,3,0,22,0,0,0,0,0,0.0,0.0
Yankuba Minteh,gm GAM,"FW,MF",Brighton,eng Premier League,20.0,32,20,1838,6,4,0,6,0,4.1,5.0
Bojan Miovski,mk MKD,FW,Girona,es La Liga,25.0,17,12,869,2,1,0,0,0,2.7,0.2
Rafa Mir,es ESP,"FW,MF",Valencia,es La Liga,27.0,20,5,753,1,2,0,4,0,3.0,0.7
Juan Miranda,es ESP,DF,Bologna,it Serie A,24.0,31,25,2277,0,6,0,4,1,0.7,6.1
Fabio Miretti,it ITA,"MF,FW",Genoa,it Serie A,20.0,25,22,1677,3,3,0,2,0,3.1,2.0
Tyrick Mitchell,eng ENG,DF,Crystal Palace,eng Premier League,24.0,37,37,3092,0,5,0,2,0,1.3,6.4
Kaoru Mitoma,jp JPN,"FW,MF",Brighton,eng Premier League,27.0,36,28,2603,10,4,0,1,0,9.2,4.6
Maximilian Mittelstädt,de GER,DF,Stuttgart,de Bundesliga,27.0,31,28,2469,1,7,0,5,0,0.9,4.7
Koji Miyoshi,jp JPN,"FW,MF",Bochum,de Bundesliga,27.0,15,6,464,1,0,0,0,1,1.1,0.8
Henrikh Mkhitaryan,am ARM,MF,Inter,it Serie A,35.0,31,29,2328,1,4,0,4,0,1.5,2.7
Jakub Moder,pl POL,MF,Brighton,eng Premier League,25.0,4,0,11,0,0,0,0,0,0.0,0.2
Rui Modesto,ao ANG,"DF,MF",Udinese,it Serie A,24.0,20,4,608,0,1,0,1,0,0.5,0.8
Luka Modrić,hr CRO,MF,Real Madrid,es La Liga,38.0,35,17,1827,2,6,0,7,0,1.6,7.0
Max Moerstedt,de GER,FW,Hoffenheim,de Bundesliga,,12,5,451,0,0,0,2,0,0.8,0.6
Terem Moffi,ng NGA,FW,Nice,fr Ligue 1,25.0,5,0,58,1,0,0,0,0,2.3,0.0
Mostafa Mohamed,eg EGY,FW,Nantes,fr Ligue 1,26.0,30,11,1252,5,0,0,3,0,5.5,0.4
Johan Mojica,co COL,DF,Mallorca,es La Liga,31.0,36,30,2755,1,2,0,5,0,0.9,4.1
David Mokwa,fr FRA,"DF,FW",Hoffenheim,de Bundesliga,20.0,2,0,22,0,0,0,0,0,0.3,0.0
Alberto Moleiro,es ESP,"FW,MF",Las Palmas,es La Liga,20.0,35,32,2714,6,1,0,5,0,5.6,3.3
Nahuel Molina,ar ARG,DF,Atlético Madrid,es La Liga,26.0,30,17,1590,0,3,0,1,0,0.8,1.5
Florent Mollet,fr FRA,"MF,FW",Nantes,fr Ligue 1,32.0,9,3,242,0,0,0,1,0,0.3,0.3
Jon Moncayola,es ESP,MF,Osasuna,es La Liga,26.0,32,26,2099,0,0,0,8,0,1.6,3.7
Jeremy Monga,,"FW,MF",Leicester City,eng Premier League,,7,0,112,0,0,0,0,0,0.2,0.0
Gonzalo Montiel,ar ARG,"DF,MF",Sevilla,es La Liga,27.0,6,1,113,0,0,0,1,0,0.0,0.0
Lorenzo Montipò,it ITA,GK,Hellas Verona,it Serie A,28.0,36,36,3240,0,0,0,0,0,0.0,0.0
Mikey Moore,eng ENG,FW,Tottenham,eng Premier League,16.0,10,3,366,0,1,0,0,0,0.2,0.3
Álvaro Morata,es ESP,"FW,MF",Milan,it Serie A,31.0,16,13,1099,5,0,0,5,0,3.9,0.8
Morato,br BRA,DF,Nott'ham Forest,eng Premier League,23.0,26,6,907,0,0,0,5,0,0.2,0.0
Diego Moreira,pt POR,"DF,MF",Strasbourg,fr Ligue 1,19.0,32,29,2568,2,7,0,4,1,2.0,7.3
Alberto Moreno,es ESP,DF,Como,it Serie A,32.0,24,21,1727,0,0,0,4,0,0.4,1.2
Álex Moreno,es ESP,"DF,MF",Nott'ham Forest,eng Premier League,31.0,15,11,955,0,1,0,2,0,0.2,1.3
Gerard Moreno,es ESP,FW,Villarreal,es La Liga,32.0,17,6,721,3,2,3,0,0,4.2,3.6
Matias Moreno,ar ARG,DF,Fiorentina,it Serie A,20.0,4,2,144,0,0,0,0,0,0.0,0.0
Xavier Moreno,es ESP,FW,Valladolid,es La Liga,19.0,1,1,45,0,0,0,0,0,0.0,0.0
Tete Morente,es ESP,"FW,MF",Lecce,it Serie A,27.0,31,23,2021,3,2,0,5,0,2.9,1.6
Mateu Morey,es ESP,DF,Mallorca,es La Liga,24.0,16,8,741,0,0,0,1,0,0.4,0.3
Ilaix Moriba,gn GUI,MF,Celta Vigo,es La Liga,21.0,33,22,2132,1,1,0,9,1,1.7,1.5
Manu Morlanes,es ESP,MF,Mallorca,es La Liga,25.0,23,15,1338,0,0,0,7,0,0.6,0.3
Nikola Moro,hr CRO,MF,Bologna,it Serie A,26.0,22,15,1208,0,2,0,1,0,0.5,0.8
Raúl Moro,es ESP,"MF,FW",Valladolid,es La Liga,21.0,33,26,2341,4,5,0,2,0,4.1,5.7
Sam Morsy,eg EGY,MF,Ipswich Town,eng Premier League,32.0,33,31,2751,1,1,0,10,0,0.4,1.2
Gabriel Moscardo,br BRA,"MF,DF",Reims,fr Ligue 1,18.0,6,0,84,0,0,0,1,0,0.2,0.0
Cristhian Mosquera,es ESP,DF,Valencia,es La Liga,20.0,37,37,3319,1,0,0,6,0,0.4,0.0
Daniel Mosquera,co COL,FW,Hellas Verona,it Serie A,24.0,35,12,1375,5,1,0,4,0,6.6,1.3
Yerson Mosquera,co COL,DF,Wolves,eng Premier League,23.0,5,5,441,0,0,0,2,0,0.3,0.1
Dany Mota,pt POR,"FW,MF",Monza,it Serie A,26.0,31,24,2104,5,2,0,3,0,5.1,1.8
Yael Mouanga,fr FRA,DF,Montpellier,fr Ligue 1,19.0,14,10,946,0,0,0,3,0,0.1,0.2
Aimen Moueffek,fr FRA,MF,Saint-Étienne,fr Ligue 1,23.0,22,13,1039,0,1,0,2,0,1.1,1.1
Youssoufa Moukoko,de GER,"FW,MF",Nice,fr Ligue 1,19.0,11,2,204,2,1,0,0,0,2.2,0.8
Steve Mounié,bj BEN,"FW,MF",Augsburg,de Bundesliga,29.0,16,1,347,1,0,0,2,0,3.2,0.0
Mason Mount,eng ENG,MF,Manchester Utd,eng Premier League,25.0,17,8,622,1,0,0,3,0,3.2,0.6
Santiago Mouriño,uy URU,DF,Alavés,es La Liga,22.0,25,20,1849,0,1,0,7,0,0.9,0.9
Louis Mouton,fr FRA,MF,Saint-Étienne,fr Ligue 1,22.0,24,12,1045,0,1,0,2,0,1.3,1.3
Divin Mubama,eng ENG,FW,Manchester City,eng Premier League,19.0,1,0,28,0,0,0,0,0,0.0,0.0
Mykhailo Mudryk,ua UKR,FW,Chelsea,eng Premier League,23.0,7,1,151,0,0,0,0,0,0.3,1.0
Ngal'Ayel Mukau,cd COD,MF,Lille,fr Ligue 1,19.0,22,14,1190,0,1,0,4,0,0.8,0.7
Nordi Mukiele,fr FRA,DF,Leverkusen,de Bundesliga,26.0,15,10,899,1,0,0,4,0,1.4,1.0
Florian Müller,de GER,GK,Freiburg,de Bundesliga,26.0,9,8,753,0,0,0,0,0,0.0,0.0
Kevin Müller,de GER,GK,Heidenheim,de Bundesliga,33.0,33,33,2939,0,0,0,0,0,0.0,0.0
Marius Müller,de GER,GK,Wolfsburg,de Bundesliga,31.0,6,5,475,0,0,0,0,0,0.0,0.0
Thomas Müller,de GER,"MF,FW",Bayern Munich,de Bundesliga,34.0,30,12,1225,1,4,0,3,0,3.8,2.9
Abdul Mumin,gh GHA,DF,Rayo Vallecano,es La Liga,26.0,24,24,2017,2,1,0,6,1,0.6,0.2
Marshall Munetsi,zw ZIM,"MF,FW",Wolves,eng Premier League,28.0,14,12,1078,2,1,0,0,0,3.3,1.8
Marshall Munetsi,zw ZIM,MF,Reims,fr Ligue 1,28.0,19,19,1692,4,2,0,5,0,4.0,2.0
Rodrigo Muniz,br BRA,FW,Fulham,eng Premier League,23.0,31,8,964,8,1,0,1,0,5.8,0.7
Aihen Muñoz,es ESP,DF,Real Sociedad,es La Liga,26.0,21,13,1098,0,0,0,5,0,0.2,0.3
Álex Muñoz,es ESP,DF,Las Palmas,es La Liga,30.0,21,18,1415,3,0,0,3,0,0.9,0.5
Daniel Muñoz,co COL,DF,Crystal Palace,eng Premier League,28.0,37,37,3228,4,5,0,10,0,4.9,5.5
Iker Muñoz,es ESP,MF,Osasuna,es La Liga,21.0,23,4,610,0,1,0,2,0,0.5,1.0
Javier Muñoz,es ESP,"MF,DF",Las Palmas,es La Liga,29.0,35,28,2588,1,3,0,5,0,1.3,2.5
Víctor Muñoz,es ESP,"FW,DF",Real Madrid,es La Liga,21.0,2,0,36,0,0,0,0,0,0.5,0.0
Arijanet Muric,xk KVX,GK,Ipswich Town,eng Premier League,25.0,18,18,1620,0,0,0,1,0,0.0,0.0
Murillo,br BRA,DF,Nott'ham Forest,eng Premier League,22.0,36,36,3188,2,0,0,6,0,1.4,1.2
Vedat Muriqi,xk KVX,FW,Mallorca,es La Liga,30.0,29,24,2058,7,2,2,1,2,9.7,2.2
Jacob Murphy,eng ENG,FW,Newcastle Utd,eng Premier League,29.0,35,31,2360,8,12,0,4,0,5.7,8.9
Bob Murphy Omoregbe,it ITA,MF,Milan,it Serie A,20.0,1,0,3,0,0,0,0,0,0.0,0.0
Yunus Musah,us USA,"MF,FW",Milan,it Serie A,21.0,29,19,1571,0,2,0,5,0,1.9,1.8
Jamal Musiala,de GER,MF,Bayern Munich,de Bundesliga,21.0,25,21,1798,12,2,0,3,0,9.3,4.5
Florent Muslija,xk KVX,"FW,MF",Freiburg,de Bundesliga,26.0,9,0,168,0,0,0,0,0,0.3,0.3
Almoatasem Al Musrati,ly LBY,MF,Monaco,fr Ligue 1,28.0,10,3,386,1,1,0,0,0,0.5,0.4
Juan Musso,ar ARG,GK,Atalanta,it Serie A,30.0,1,1,90,0,0,0,0,0,0.0,0.0
Juan Musso,ar ARG,GK,Atlético Madrid,es La Liga,30.0,2,2,180,0,0,0,0,0,0.0,0.0
Kingstone Mutandwa,zm ZAM,"FW,MF",Cagliari,it Serie A,21.0,6,0,127,0,0,0,0,0,0.4,0.0
Junior Mwanga,fr FRA,MF,Le Havre,fr Ligue 1,21.0,11,11,952,1,2,0,1,1,1.3,1.0
Junior Mwanga,fr FRA,MF,Strasbourg,fr Ligue 1,21.0,8,2,296,0,0,0,0,0,0.0,0.0
Phillipp Mwene,at AUT,DF,Mainz 05,de Bundesliga,30.0,32,32,2607,1,4,0,7,0,1.5,1.9
Vitaliy Mykolenko,ua UKR,DF,Everton,eng Premier League,25.0,35,35,3082,1,2,0,4,0,0.5,2.6
Joakim Mæhle,dk DEN,DF,Wolfsburg,de Bundesliga,27.0,28,25,2188,3,4,0,6,0,2.0,2.2
Obite N'Dicka,ci CIV,DF,Roma,it Serie A,24.0,38,38,3420,0,1,0,2,0,1.0,0.7
Konan N'dri,ci CIV,"FW,MF",Lecce,it Serie A,23.0,11,2,306,0,0,0,0,0,0.5,0.2
Loïc N'Gatta,fr FRA,DF,Auxerre,fr Ligue 1,20.0,2,0,13,0,0,0,1,0,0.0,0.0
Nathan N'Goumou,cm CMR,FW,Gladbach,de Bundesliga,24.0,19,9,828,2,1,0,0,0,1.9,1.3
Djylian N'Guessan,fr FRA,FW,Saint-Étienne,fr Ligue 1,15.0,8,3,181,0,0,0,0,0,0.4,0.1
Stanley N'Soki,fr FRA,DF,Hoffenheim,de Bundesliga,25.0,22,16,1308,0,0,0,3,1,0.1,0.4
Mickael Nade,fr FRA,DF,Saint-Étienne,fr Ligue 1,25.0,26,25,2306,1,2,0,1,0,0.7,0.6
Bilal Nadir,ma MAR,MF,Marseille,fr Ligue 1,20.0,15,5,383,1,0,0,2,0,0.6,0.4
Mahamadou Nagida,cm CMR,DF,Rennes,fr Ligue 1,19.0,12,4,430,2,0,0,1,0,1.5,0.3
Keito Nakamura,jp JPN,"FW,MF",Reims,fr Ligue 1,24.0,32,31,2649,11,2,0,5,0,9.1,2.9
Sebastian Nanasi,se SWE,"MF,FW",Strasbourg,fr Ligue 1,22.0,31,26,2107,6,4,0,1,0,6.5,4.9
Yael Nandjou,fr FRA,DF,Nice,fr Ligue 1,19.0,3,2,154,0,0,0,0,0,0.2,0.7
Nikolas Nartey,dk DEN,MF,Stuttgart,de Bundesliga,24.0,1,0,22,0,0,0,0,0,0.0,0.0
Matija Nastasić,rs SRB,DF,Leganés,es La Liga,31.0,26,24,2110,1,0,0,3,0,0.1,0.1
Natan,br BRA,DF,Betis,es La Liga,23.0,31,23,2175,1,1,0,5,1,0.3,0.6
Pau Navarro,es ESP,DF,Villarreal,es La Liga,19.0,17,8,916,0,0,0,1,0,0.0,0.0
Roberto Navarro,es ESP,"MF,FW",Mallorca,es La Liga,22.0,23,15,1278,1,0,0,3,0,2.0,1.9
Jesús Navas,es ESP,"FW,MF",Sevilla,es La Liga,38.0,15,3,424,1,0,0,0,0,0.5,0.5
Michel Ndary Adopo,fr FRA,MF,Cagliari,it Serie A,24.0,35,27,2409,1,1,0,5,1,1.1,2.3
Youssouf Ndayishimiye,bi BDI,DF,Nice,fr Ligue 1,25.0,23,22,1932,3,0,0,5,0,0.9,0.2
Iliman Ndiaye,sn SEN,FW,Everton,eng Premier League,24.0,33,29,2430,9,0,2,3,0,6.2,1.9
Junior Ndiaye,fr FRA,FW,Montpellier,fr Ligue 1,19.0,15,4,441,0,0,0,0,0,0.5,0.4
Rassoul Ndiaye,sn SEN,MF,Le Havre,fr Ligue 1,22.0,27,11,1061,1,0,0,2,0,1.7,0.6
Wilfred Ndidi,ng NGA,MF,Leicester City,eng Premier League,27.0,28,28,2324,0,5,0,8,0,2.0,1.9
Wilfried Ndollo,cm CMR,DF,Montpellier,fr Ligue 1,19.0,8,3,401,0,0,0,0,0,0.0,0.0
Tanguy Ndombele,fr FRA,MF,Nice,fr Ligue 1,27.0,18,12,1131,1,2,0,2,0,2.4,2.4
Cher Ndour,it ITA,"MF,DF",Fiorentina,it Serie A,20.0,9,4,406,0,0,0,1,0,0.1,0.0
Dan Ndoye,ch SUI,FW,Bologna,it Serie A,23.0,30,26,2143,8,4,2,4,0,7.0,3.8
Paul Nebel,de GER,MF,Mainz 05,de Bundesliga,21.0,31,26,2345,10,4,0,5,1,5.8,4.1
Kosta Nedeljković,rs SRB,DF,Aston Villa,eng Premier League,18.0,5,0,126,0,0,0,0,0,0.0,0.0
Kosta Nedeljković,rs SRB,DF,RB Leipzig,de Bundesliga,18.0,10,6,479,0,0,0,1,0,0.5,0.3
Loïc Nego,hu HUN,"DF,FW",Le Havre,fr Ligue 1,33.0,31,28,2459,0,0,0,4,0,0.8,0.7
Ivan Nekić,hr CRO,DF,Holstein Kiel,de Bundesliga,23.0,1,1,71,0,0,0,0,0,0.0,0.0
Reiss Nelson,eng ENG,FW,Arsenal,eng Premier League,24.0,1,0,3,0,0,0,0,0,0.0,0.0
Reiss Nelson,eng ENG,FW,Fulham,eng Premier League,24.0,11,5,487,1,1,0,1,0,1.1,1.0
Victor Nelsson,dk DEN,DF,Roma,it Serie A,25.0,4,1,187,0,0,0,0,0,0.0,0.0
David Nemeth,at AUT,DF,St. Pauli,de Bundesliga,23.0,24,24,2137,0,1,0,3,0,0.2,0.1
David Neres,br BRA,FW,Napoli,it Serie A,27.0,28,13,1283,2,4,0,1,0,2.7,3.5
Neto,br BRA,GK,Bournemouth,eng Premier League,35.0,2,2,180,0,0,0,0,0,0.0,0.0
Pedro Neto,pt POR,FW,Chelsea,eng Premier League,24.0,35,24,2269,4,6,0,8,0,3.5,6.7
Luca Netz,de GER,DF,Gladbach,de Bundesliga,21.0,24,8,969,0,2,0,2,0,0.2,1.9
Manuel Neuer,de GER,GK,Bayern Munich,de Bundesliga,38.0,22,22,1980,0,0,0,0,0,0.0,0.5
Florian Neuhaus,de GER,MF,Gladbach,de Bundesliga,27.0,18,2,382,0,1,0,1,0,0.6,0.3
João Neves,pt POR,"MF,DF",Paris S-G,fr Ligue 1,19.0,29,22,1844,3,8,0,1,0,3.0,4.0
Yvan Neyou,cm CMR,MF,Leganés,es La Liga,27.0,30,27,2312,1,1,0,14,0,0.6,0.6
Cyril Ngonge,be BEL,FW,Napoli,it Serie A,24.0,18,1,216,0,0,0,2,0,0.7,0.4
Mikayil Ngor Faye,sn SEN,DF,Rennes,fr Ligue 1,20.0,11,7,688,0,0,0,1,1,0.4,0.0
Steve Ngoura,fr FRA,FW,Le Havre,fr Ligue 1,19.0,8,2,289,0,0,0,0,0,1.3,0.4
Bernard Nguene,cm CMR,FW,Nice,fr Ligue 1,17.0,1,0,13,0,0,0,0,0,0.0,0.0
Moussa Niakhate,sn SEN,DF,Lyon,fr Ligue 1,28.0,31,30,2726,0,0,0,2,0,0.1,1.0
Abdoulaye Niakhate Ndiaye,sn SEN,DF,Brest,fr Ligue 1,22.0,22,19,1707,1,0,0,4,1,1.0,0.0
Ibrahima Niane,sn SEN,FW,Angers,fr Ligue 1,25.0,24,8,943,3,1,1,0,0,5.7,1.0
Tanguy Nianzou,fr FRA,DF,Sevilla,es La Liga,22.0,6,6,518,0,0,0,3,1,0.2,0.0
Rasmus Nicolaisen,dk DEN,DF,Toulouse,fr Ligue 1,27.0,7,7,623,0,1,0,0,0,0.4,0.2
Moritz Nicolas,de GER,GK,Gladbach,de Bundesliga,26.0,19,19,1639,0,0,0,0,0,0.0,0.0
Hans Nicolussi Caviglia,it ITA,MF,Venezia,it Serie A,24.0,35,33,2861,4,2,0,7,1,2.4,2.1
Julian Niehues,de GER,MF,Heidenheim,de Bundesliga,23.0,8,0,154,0,0,0,1,0,0.2,0.1
Oliver Nielsen,dk DEN,DF,Lazio,it Serie A,21.0,2,0,35,0,0,0,1,0,0.0,0.0
Saúl Ñíguez,es ESP,MF,Sevilla,es La Liga,29.0,24,17,1553,1,6,0,8,1,2.8,2.5
Eybi Nije,se SWE,"FW,MF",Torino,it Serie A,19.0,16,0,394,1,0,0,1,0,1.5,0.4
Tamás Nikitscher,hu HUN,"MF,DF",Valladolid,es La Liga,24.0,13,9,858,0,0,0,2,0,0.1,0.0
Adrian Niño,es ESP,FW,Atlético Madrid,es La Liga,20.0,1,0,12,0,0,0,0,0,0.2,0.0
Justin Njinmah,de GER,"FW,MF",Werder Bremen,de Bundesliga,23.0,26,10,952,3,2,0,1,0,3.7,1.6
Eddie Nketiah,eng ENG,"FW,MF",Crystal Palace,eng Premier League,25.0,29,9,1034,3,1,0,6,1,5.8,1.7
Niels Nkounkou,fr FRA,"DF,MF",Eint Frankfurt,de Bundesliga,23.0,12,4,382,0,0,0,1,0,0.2,1.3
Christopher Nkunku,fr FRA,FW,Chelsea,eng Premier League,26.0,27,9,921,3,2,0,2,0,4.8,2.1
Felix Nmecha,de GER,MF,Dortmund,de Bundesliga,23.0,26,19,1509,4,1,0,3,0,1.3,1.1
Lukas Nmecha,de GER,"FW,MF",Wolfsburg,de Bundesliga,25.0,19,3,467,3,0,0,1,0,4.5,0.3
Arnaud Nordin,fr FRA,FW,Montpellier,fr Ligue 1,26.0,16,14,1166,4,1,1,2,0,4.1,0.9
Arnaud Nordin,fr FRA,"DF,MF",Mainz 05,de Bundesliga,26.0,6,0,80,0,0,0,0,0,0.0,0.5
Brooke Norton-Cuffy,eng ENG,"DF,FW",Genoa,it Serie A,20.0,14,8,719,0,0,0,0,0,0.3,0.2
Tijjani Noslin,nl NED,"FW,MF",Lazio,it Serie A,25.0,30,8,861,2,2,0,2,0,2.0,1.6
Hugo Novoa,es ESP,"DF,MF",Alavés,es La Liga,21.0,5,2,237,0,0,0,0,0,0.5,0.2
Plamedi Nsingi,,MF,Nantes,fr Ligue 1,23.0,1,0,16,0,0,0,0,0,0.2,0.0
Randy Nteka,ao ANG,FW,Rayo Vallecano,es La Liga,26.0,24,16,1129,3,0,0,6,0,2.6,0.5
Ernest Nuamah,gh GHA,"FW,MF",Lyon,fr Ligue 1,20.0,23,13,1052,3,1,0,2,0,2.2,1.5
Alexander Nübel,de GER,GK,Stuttgart,de Bundesliga,27.0,34,34,3060,0,1,0,0,0,0.0,0.3
Gustavo Nunes,br BRA,"FW,MF",Brentford,eng Premier League,18.0,3,0,12,0,0,0,0,0,0.0,0.0
Matheus Nunes,pt POR,"DF,MF",Manchester City,eng Premier League,25.0,26,19,1674,1,6,0,4,0,1.2,4.4
Darwin Núñez,uy URU,FW,Liverpool,eng Premier League,25.0,30,8,1133,5,2,0,8,0,5.8,1.3
Unai Núñez,es ESP,DF,Athletic Club,es La Liga,27.0,10,7,645,0,0,0,4,0,0.2,0.1
Antonio Nusa,no NOR,"MF,DF",RB Leipzig,de Bundesliga,19.0,25,16,1558,3,3,0,0,0,1.6,2.8
Ethan Nwaneri,eng ENG,"FW,MF",Arsenal,eng Premier League,17.0,26,11,895,4,2,0,1,0,1.2,1.2
Ørjan Nyland,no NOR,GK,Sevilla,es La Liga,33.0,30,30,2673,0,0,0,2,0,0.0,0.3
Allan Nyom,cm CMR,"DF,MF",Getafe,es La Liga,36.0,20,10,887,1,2,0,4,0,0.5,0.3
Rabby Nzingoula,cg CGO,MF,Montpellier,fr Ligue 1,18.0,27,20,1689,1,0,0,11,0,1.0,1.6
M'Bala Nzola,ao ANG,FW,Lens,fr Ligue 1,27.0,21,16,1460,6,1,0,3,1,8.6,1.3
Marwann Nzuzi,fr FRA,DF,Saint-Étienne,fr Ligue 1,20.0,2,2,125,0,0,0,2,0,0.0,0.1
Christian Nørgaard,dk DEN,MF,Brentford,eng Premier League,30.0,34,34,2819,5,4,0,8,1,4.3,1.3
Jake O'Brien,ie IRL,DF,Everton,eng Premier League,23.0,20,17,1571,2,0,0,5,0,0.8,0.6
Matt O'Riley,dk DEN,MF,Brighton,eng Premier League,23.0,21,11,938,2,2,1,1,0,2.8,2.4
Dara O'Shea,ie IRL,DF,Ipswich Town,eng Premier League,25.0,35,35,3122,0,2,0,6,0,1.3,0.5
Adam Obert,sk SVK,DF,Cagliari,it Serie A,21.0,21,13,1077,1,1,0,4,0,0.9,0.4
Chidozie Obi-Martin,dk DEN,FW,Manchester Utd,eng Premier League,16.0,7,1,165,0,0,0,1,0,0.7,0.0
Jan Oblak,si SVN,GK,Atlético Madrid,es La Liga,31.0,36,36,3240,0,0,0,0,0,0.0,0.0
Lucas Ocampos,ar ARG,FW,Sevilla,es La Liga,30.0,2,2,175,0,1,0,0,0,0.2,0.3
Jens Odgaard,dk DEN,"MF,FW",Bologna,it Serie A,25.0,29,24,1952,6,1,0,1,0,3.6,1.8
Wilson Odobert,fr FRA,"FW,MF",Tottenham,eng Premier League,19.0,16,9,850,1,0,0,0,0,1.6,1.0
David Odogu,de GER,DF,Wolfsburg,de Bundesliga,18.0,3,2,195,0,0,0,0,0,0.2,0.0
Álvaro Odriozola,es ESP,DF,Real Sociedad,es La Liga,28.0,2,0,43,0,0,0,1,0,0.0,0.0
Tim Oermann,de GER,DF,Bochum,de Bundesliga,20.0,29,26,2213,0,2,0,0,0,0.2,0.6
